state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations,charging_stations,avg_ev_subsidy_rs,fuel_price_rs_per_litre,avg_income_index
Haryana,2023,4W,45493,8859,652,25000,102.0,1.3
West Bengal,2019,3W,76528,12869,151,25000,106.94,1.49
Rajasthan,2023,4W,69047,18170,340,75000,92.97,0.51
Karnataka,2016,4W,85764,13936,328,75000,90.32,0.54
Tamil Nadu,2017,2W,92251,3919,693,50000,106.27,1.37
Tamil Nadu,2023,3W,107537,28223,732,0,91.26,1.06
Tamil Nadu,2018,3W,51066,15911,691,25000,94.1,0.98
Jharkhand,2020,3W,64497,17002,328,100000,114.56,0.84
Bihar,2020,4W,89411,12672,352,25000,91.34,0.98
Telangana,2020,4W,83119,1222,724,25000,103.15,1.22
Punjab,2017,3W,51917,0,174,75000,108.41,1.43
Madhya Pradesh,2017,4W,43114,1434,87,100000,110.91,1.03
Assam,2023,2W,121357,17602,597,75000,90.64,0.52
Chhattisgarh,2019,2W,49285,10505,327,50000,95.82,0.89
Chhattisgarh,2022,4W,65601,13062,768,100000,106.0,1.47
Kerala,2017,3W,116586,1825,244,100000,103.29,1.19
Rajasthan,2016,4W,108812,0,798,50000,111.84,1.44
Madhya Pradesh,2020,2W,112000,25655,828,25000,106.72,0.76
Haryana,2023,2W,132971,29535,660,100000,97.26,1.48
Haryana,2024,3W,54360,1388,511,50000,108.23,1.1
Bihar,2020,2W,76309,0,389,100000,106.35,0.58
Karnataka,2024,3W,127337,47134,808,25000,98.14,0.73
Odisha,2024,2W,46724,9310,826,0,113.03,1.06
Kerala,2023,2W,13202,3205,557,0,96.73,0.94
Delhi,2022,2W,80451,6037,423,50000,102.31,0.86
West Bengal,2019,4W,106498,7304,292,75000,97.49,0.66
Odisha,2021,4W,99950,25561,549,100000,100.02,1.27
Kerala,2019,2W,97109,12724,215,25000,111.39,1.06
Assam,2024,3W,42696,1913,706,100000,114.88,1.48
Tamil Nadu,2021,2W,51210,4199,539,0,109.31,1.46
Chhattisgarh,2024,2W,19333,1442,814,75000,107.14,1.03
Tamil Nadu,2019,3W,70625,8668,544,25000,93.6,1.21
Karnataka,2017,2W,51781,8090,620,75000,106.62,1.38
Haryana,2021,4W,91198,15578,783,0,96.27,0.56
Odisha,2018,3W,89777,7703,752,50000,103.68,1.13
Chhattisgarh,2024,4W,27471,2342,918,50000,113.09,1.01
Bihar,2022,3W,65584,0,295,100000,105.47,0.66
Jharkhand,2019,4W,105320,11177,779,75000,97.48,0.81
Odisha,2022,4W,91216,7605,990,100000,100.02,0.95
Assam,2019,3W,141412,5613,990,25000,110.54,1.13
Maharashtra,2017,3W,113851,3330,235,100000,101.95,1.13
Tamil Nadu,2024,2W,103726,8291,621,75000,93.52,1.05
Kerala,2022,4W,94529,10983,386,25000,112.95,0.56
Kerala,2021,2W,92464,8812,451,0,100.91,1.18
Delhi,2017,2W,90583,10406,741,25000,105.29,1.02
Karnataka,2022,4W,39715,6735,204,50000,96.71,0.79
Punjab,2021,2W,80233,21618,349,25000,96.25,0.6
Karnataka,2022,4W,95392,997,859,100000,104.4,0.73
Delhi,2022,4W,118754,2455,529,100000,99.02,0.57
Uttar Pradesh,2023,3W,26239,2041,775,100000,102.24,1.09
Jharkhand,2023,4W,55754,8577,796,50000,102.75,1.11
Telangana,2021,4W,75732,1973,193,0,98.96,0.53
West Bengal,2021,2W,119680,31515,397,50000,101.05,1.4
Punjab,2016,4W,72228,0,839,25000,91.12,0.58
Assam,2022,3W,51744,9399,954,50000,107.02,0.86
Odisha,2022,2W,69051,9532,295,100000,111.26,0.89
Tamil Nadu,2016,4W,61569,0,743,50000,90.37,0.95
Rajasthan,2017,2W,98245,0,346,50000,100.68,1.44
Karnataka,2018,4W,70241,0,346,0,103.94,1.24
Haryana,2023,3W,79317,2538,1041,75000,94.35,0.87
Karnataka,2023,2W,114023,19700,121,75000,110.14,0.97
Kerala,2021,2W,36143,1766,1144,50000,105.37,1.02
Odisha,2019,4W,111407,24335,414,25000,105.43,1.25
Maharashtra,2024,2W,59847,10804,1112,50000,109.5,1.03
Karnataka,2019,4W,80250,14078,600,50000,102.43,0.6
Karnataka,2022,2W,87609,24861,765,50000,98.88,1.45
Gujarat,2019,2W,90772,9922,1117,25000,106.81,1.47
Tamil Nadu,2017,2W,75256,18001,369,0,113.97,1.13
Telangana,2019,4W,54969,5625,549,0,96.39,1.18
Assam,2019,4W,87380,0,398,75000,106.29,1.03
Tamil Nadu,2019,2W,138840,19543,445,50000,114.05,1.05
Rajasthan,2024,2W,114136,20716,346,0,102.5,1.18
Jharkhand,2017,3W,125969,14318,207,25000,92.18,0.87
Telangana,2020,2W,80241,8935,413,75000,112.11,0.69
Bihar,2024,2W,76399,14373,890,75000,93.48,0.96
Bihar,2017,2W,58082,12418,538,0,103.57,0.59
Telangana,2021,2W,152673,24946,971,0,99.3,1.15
Delhi,2021,4W,121018,5271,332,75000,114.61,1.1
Rajasthan,2024,4W,112574,0,453,100000,107.98,1.44
Delhi,2024,3W,55404,17842,574,50000,107.92,1.18
West Bengal,2020,2W,90619,5965,1273,75000,101.31,0.84
Delhi,2020,4W,78713,11196,193,50000,94.1,1.36
Chhattisgarh,2017,3W,68131,20062,131,75000,91.35,0.64
Uttar Pradesh,2022,4W,58650,14073,285,100000,113.22,0.97
Karnataka,2020,3W,50846,9304,226,75000,102.89,0.94
Delhi,2023,3W,68696,13206,944,25000,104.34,0.83
Gujarat,2022,3W,100970,11354,770,50000,111.48,1.34
Assam,2021,3W,87400,9313,502,100000,111.57,0.65
Maharashtra,2018,2W,56274,11164,605,0,97.6,1.02
Jharkhand,2016,4W,57083,6426,674,50000,109.08,0.63
Haryana,2016,2W,64051,8320,430,75000,92.4,0.57
Haryana,2019,2W,69909,11088,506,0,108.02,1.08
Chhattisgarh,2023,3W,77318,14430,75,50000,96.88,0.53
Jharkhand,2018,3W,54745,6060,290,75000,108.02,1.0
Odisha,2021,4W,88920,21189,360,0,112.61,0.52
West Bengal,2017,4W,61314,5444,1038,25000,96.22,0.66
Telangana,2016,3W,124607,34234,145,75000,110.76,1.25
Haryana,2018,2W,86005,7021,421,100000,95.62,1.22
Haryana,2019,4W,14242,2169,691,25000,91.25,1.46
Gujarat,2019,4W,1000,101,895,100000,94.96,1.0
Telangana,2016,2W,31889,5974,353,75000,113.09,0.87
Haryana,2021,3W,33187,5895,861,75000,110.92,0.61
Gujarat,2017,3W,93354,25271,827,25000,111.84,1.12
Karnataka,2020,4W,83489,27306,197,75000,97.95,1.37
West Bengal,2016,4W,120737,5929,32,0,103.24,0.85
Karnataka,2019,4W,89221,14493,567,75000,92.85,0.95
Telangana,2017,2W,83650,10450,882,100000,94.61,0.59
Jharkhand,2018,4W,76396,3433,595,75000,104.48,0.52
Bihar,2022,2W,65290,17951,105,100000,105.62,0.9
Punjab,2024,4W,65052,3499,750,0,102.82,0.96
Maharashtra,2017,3W,106239,21392,444,75000,108.82,1.1
Odisha,2019,4W,33442,8738,528,0,111.5,1.0
Rajasthan,2022,2W,80889,17326,53,75000,108.45,0.55
Tamil Nadu,2023,4W,90126,6458,585,100000,104.25,1.19
Maharashtra,2020,4W,149029,28326,130,0,98.89,0.9
Assam,2016,4W,73423,6982,837,0,106.15,1.06
Telangana,2024,2W,63253,9731,415,50000,93.65,0.96
Delhi,2021,3W,96351,17561,245,25000,90.22,0.98
Chhattisgarh,2022,3W,71692,5967,224,75000,114.17,1.01
Maharashtra,2019,2W,64178,0,249,0,90.07,1.3
West Bengal,2023,4W,96477,9520,207,50000,94.93,0.64
Rajasthan,2022,4W,61492,7837,759,100000,96.53,1.31
Chhattisgarh,2016,3W,59591,0,405,0,103.74,0.75
Tamil Nadu,2024,4W,42986,6328,923,0,110.22,1.33
Jharkhand,2023,2W,135918,26582,801,25000,94.85,0.71
Gujarat,2016,2W,74627,0,559,50000,98.26,0.64
Chhattisgarh,2024,4W,42850,6764,677,50000,95.16,1.18
Uttar Pradesh,2019,4W,95919,14123,328,0,103.68,1.11
Odisha,2016,2W,65059,1861,506,25000,92.17,1.22
Bihar,2024,4W,71842,16458,204,0,99.17,1.27
Gujarat,2019,2W,118622,16169,358,0,114.2,1.19
Rajasthan,2021,3W,90654,13031,81,100000,91.19,1.35
Odisha,2021,4W,26513,1929,894,50000,97.03,0.8
Maharashtra,2016,3W,72981,15485,711,100000,105.58,0.75
Assam,2023,2W,90891,23832,297,75000,94.46,0.56
Odisha,2021,2W,44191,1969,152,100000,94.51,1.07
Rajasthan,2021,2W,131817,25082,739,100000,109.34,1.29
Chhattisgarh,2022,3W,121983,25975,743,25000,113.98,1.32
Karnataka,2016,3W,103478,23699,1039,25000,109.28,1.31
Odisha,2022,2W,52061,5148,877,75000,110.77,0.73
Delhi,2018,3W,70638,5158,144,75000,95.65,1.0
Kerala,2018,2W,79482,14464,1172,100000,101.59,0.76
Uttar Pradesh,2019,4W,61022,5406,903,0,111.36,1.46
West Bengal,2018,2W,67951,6755,381,50000,113.91,1.05
West Bengal,2017,2W,117865,32224,632,25000,105.8,1.14
Maharashtra,2018,3W,69989,11475,538,0,95.43,0.86
Telangana,2018,4W,86417,14330,437,25000,108.26,0.99
West Bengal,2023,4W,109603,29266,707,100000,102.05,1.36
Maharashtra,2020,3W,76995,8437,258,100000,90.19,1.28
Odisha,2021,3W,72135,19060,861,0,108.08,1.47
Tamil Nadu,2023,4W,118384,33773,274,50000,91.95,1.28
Chhattisgarh,2018,2W,87007,4594,55,0,104.11,1.43
Madhya Pradesh,2016,4W,66549,10215,213,100000,110.13,1.07
Punjab,2023,4W,79309,21197,261,75000,106.97,1.08
Assam,2019,3W,116376,7307,792,50000,105.57,1.34
Assam,2019,3W,98805,13631,651,100000,113.82,1.22
Jharkhand,2016,3W,110369,22664,985,25000,101.39,0.81
Delhi,2023,4W,95682,18604,624,100000,101.92,0.5
Karnataka,2016,3W,65851,13714,52,25000,92.68,0.51
Kerala,2017,3W,40031,9263,880,50000,111.11,1.09
Chhattisgarh,2024,4W,48037,6293,34,25000,99.2,1.29
Madhya Pradesh,2016,2W,89389,10239,110,0,106.81,1.15
Haryana,2024,4W,99012,14284,218,25000,91.1,0.85
West Bengal,2020,2W,30002,5996,487,0,107.39,1.0
Karnataka,2022,3W,88204,5299,575,25000,96.76,1.39
Rajasthan,2017,4W,100989,18513,514,25000,92.07,1.14
Gujarat,2023,3W,97917,11529,796,75000,92.63,0.76
Bihar,2020,4W,89677,12280,588,50000,93.16,1.35
Odisha,2019,2W,89485,16030,823,25000,113.33,0.78
Chhattisgarh,2021,4W,133498,0,195,100000,95.01,1.4
Telangana,2021,3W,60890,22522,495,75000,93.93,1.29
Uttar Pradesh,2021,4W,60905,13168,79,50000,111.31,0.8
Karnataka,2024,4W,77591,2779,578,100000,98.29,0.68
Chhattisgarh,2024,3W,42024,12945,765,75000,97.91,0.72
Chhattisgarh,2018,4W,79913,8127,966,50000,106.28,0.76
Rajasthan,2022,3W,38939,13207,219,0,109.31,1.19
Madhya Pradesh,2020,4W,102430,21852,400,50000,102.75,1.35
Punjab,2022,4W,91040,15626,442,0,96.46,1.29
Rajasthan,2023,2W,64077,6353,1074,50000,113.44,1.15
Telangana,2019,2W,84036,8720,784,0,101.48,0.7
Chhattisgarh,2018,3W,118933,13189,458,0,107.12,0.81
Jharkhand,2018,2W,77461,7022,23,50000,106.16,0.73
Madhya Pradesh,2019,2W,103377,19749,880,75000,97.6,1.01
Bihar,2018,2W,79970,298,590,50000,102.34,1.43
Maharashtra,2022,3W,64972,9020,56,75000,109.86,1.43
Tamil Nadu,2022,3W,108191,6939,633,25000,111.84,1.18
Haryana,2017,2W,35943,4631,870,100000,104.57,0.92
Jharkhand,2017,4W,73201,10394,185,100000,104.39,0.72
Haryana,2018,3W,72879,294,566,100000,108.25,0.96
Rajasthan,2022,2W,69434,9531,986,75000,99.67,1.4
Madhya Pradesh,2021,4W,78661,12541,731,100000,108.48,0.64
Telangana,2019,2W,28745,5562,281,25000,113.33,0.79
Delhi,2020,3W,155887,6613,622,75000,101.44,1.06
Karnataka,2019,3W,58512,6660,481,25000,113.96,0.67
Jharkhand,2023,3W,138122,24794,74,0,106.53,1.44
Kerala,2017,3W,57129,8377,266,100000,101.64,0.73
Maharashtra,2023,2W,66106,14588,74,100000,102.99,1.15
Tamil Nadu,2019,3W,72436,20234,862,25000,102.51,1.3
Kerala,2018,2W,99151,13512,203,75000,98.77,0.59
Haryana,2019,3W,130573,42723,235,25000,91.05,1.32
Karnataka,2020,3W,77936,20105,59,100000,103.05,1.26
Rajasthan,2017,3W,82415,11366,566,25000,105.91,0.97
Maharashtra,2016,2W,125146,3971,737,0,112.94,1.43
Jharkhand,2023,4W,80955,3922,710,0,96.93,1.13
Uttar Pradesh,2021,2W,56810,8843,806,25000,95.45,0.85
Chhattisgarh,2024,2W,102461,4966,770,50000,102.24,1.15
Delhi,2016,4W,71933,9076,830,25000,100.36,1.11
Assam,2018,4W,103125,31080,600,100000,94.15,0.59
Madhya Pradesh,2018,4W,82325,6478,435,50000,109.21,1.46
Bihar,2023,3W,79850,17433,493,25000,107.28,1.05
Kerala,2020,2W,114231,11698,652,25000,104.79,0.51
Rajasthan,2016,2W,52924,1504,653,100000,92.3,0.62
Gujarat,2021,2W,106899,18551,780,25000,109.32,1.24
Haryana,2016,2W,63737,0,428,0,90.11,1.33
West Bengal,2020,3W,75974,7121,671,25000,102.95,1.23
Telangana,2019,2W,83751,19512,120,50000,91.88,0.57
Rajasthan,2024,2W,119828,15310,404,100000,95.0,1.1
West Bengal,2021,3W,103007,11723,928,100000,96.2,1.46
Jharkhand,2023,3W,76680,20715,101,50000,98.72,0.73
Karnataka,2016,4W,94055,18254,396,25000,100.1,1.14
Karnataka,2024,2W,30351,5314,743,50000,112.39,0.76
Delhi,2022,3W,110172,22290,664,0,91.06,0.69
Assam,2021,4W,106983,4673,477,75000,93.21,1.2
Madhya Pradesh,2023,2W,72515,0,523,50000,98.92,0.5
Maharashtra,2020,4W,66830,12597,555,50000,102.72,0.66
Jharkhand,2023,3W,81663,7384,624,50000,113.57,0.86
Haryana,2024,2W,58983,10061,254,25000,98.41,1.07
Gujarat,2023,3W,121538,16276,622,25000,105.96,1.44
Haryana,2023,4W,68035,12858,189,25000,102.66,1.05
Delhi,2021,2W,50848,4158,132,50000,98.76,1.5
Gujarat,2018,2W,99340,24541,686,50000,103.72,1.0
Jharkhand,2020,4W,47112,7975,385,50000,104.54,0.67
Punjab,2023,3W,72321,4547,101,0,90.99,0.88
Punjab,2020,4W,77009,4887,846,100000,108.34,0.93
Haryana,2022,3W,47685,6763,171,75000,107.84,0.87
Punjab,2024,2W,101683,8008,1015,0,110.55,0.86
Kerala,2019,2W,42645,1794,158,75000,113.41,0.95
Maharashtra,2021,3W,64790,13038,693,100000,98.91,1.21
Chhattisgarh,2020,4W,113597,8975,293,50000,110.75,0.85
Kerala,2022,4W,64569,10729,292,50000,94.44,0.91
Kerala,2020,2W,78893,33178,369,25000,108.32,1.34
Chhattisgarh,2023,2W,47834,5852,996,25000,111.05,0.67
Karnataka,2023,3W,115097,0,1162,25000,114.67,0.79
Uttar Pradesh,2024,3W,74480,6151,520,75000,113.99,1.32
Tamil Nadu,2016,4W,78685,15390,312,75000,96.82,0.85
Delhi,2020,2W,95034,4745,221,75000,114.58,1.14
Bihar,2019,2W,127921,16919,219,0,91.33,1.44
Gujarat,2016,2W,119746,13076,451,75000,98.02,0.93
West Bengal,2020,4W,85735,20688,1066,100000,110.92,1.26
Punjab,2017,2W,21605,2703,929,0,98.96,0.98
Gujarat,2020,4W,108822,15128,791,75000,101.78,1.09
Punjab,2024,4W,87076,41786,726,25000,97.04,0.5
Karnataka,2024,3W,57214,708,411,0,113.34,0.69
Maharashtra,2020,4W,39172,10738,474,75000,97.11,0.86
Telangana,2016,3W,76939,12214,719,0,98.34,1.17
Gujarat,2021,3W,105886,15918,657,75000,94.97,1.16
Gujarat,2019,4W,72228,13037,436,0,100.08,1.16
Kerala,2021,3W,42559,12793,1048,0,90.12,0.8
Kerala,2016,4W,108679,0,763,50000,103.86,0.51
West Bengal,2019,4W,137973,3973,635,0,107.6,1.44
Telangana,2022,4W,124393,18556,701,50000,111.48,1.42
Odisha,2024,4W,88873,26545,58,100000,112.3,1.45
Assam,2016,2W,89861,7692,149,100000,100.78,1.48
Odisha,2019,2W,86598,18070,304,50000,100.43,0.8
Uttar Pradesh,2021,4W,57370,5004,530,50000,108.11,0.92
Madhya Pradesh,2018,2W,80495,20696,523,25000,111.89,1.15
Gujarat,2016,2W,66671,11367,733,25000,112.31,0.74
Madhya Pradesh,2022,4W,57104,16715,581,0,101.21,0.62
Kerala,2023,2W,69020,9796,1084,100000,97.26,1.4
Punjab,2019,2W,31571,3538,270,25000,111.59,1.06
Karnataka,2023,4W,72019,5904,612,75000,104.76,0.8
Bihar,2022,3W,104337,9687,172,50000,92.16,1.21
Karnataka,2016,2W,77162,14431,119,75000,107.98,1.17
West Bengal,2021,4W,87242,8027,494,25000,112.82,1.0
Haryana,2016,2W,75816,7557,283,75000,103.59,1.38
Haryana,2022,4W,65324,15973,409,100000,105.99,0.71
West Bengal,2020,4W,117798,15015,378,0,92.2,0.79
Assam,2016,2W,45137,11928,1203,75000,92.62,1.35
Jharkhand,2019,3W,33073,14629,645,50000,103.06,1.18
Delhi,2022,4W,110097,25039,546,75000,99.3,1.24
Tamil Nadu,2020,3W,103700,5955,1130,0,100.63,0.58
Odisha,2018,2W,18936,4325,645,75000,112.86,0.86
Karnataka,2024,3W,80746,5199,250,100000,104.58,1.02
Delhi,2022,4W,60936,7980,665,100000,93.43,0.99
Kerala,2023,3W,50094,10893,474,0,95.34,1.46
Tamil Nadu,2017,3W,108523,9508,885,50000,93.32,1.37
Telangana,2019,3W,21981,2371,879,0,114.71,1.28
Chhattisgarh,2021,4W,53585,4122,751,75000,109.6,1.12
Rajasthan,2020,3W,81408,8866,366,100000,104.66,0.61
Madhya Pradesh,2019,4W,99493,19366,290,75000,113.59,1.35
Tamil Nadu,2020,4W,68352,7487,19,50000,100.46,1.38
Assam,2022,2W,42981,3983,756,0,114.4,1.31
Haryana,2019,4W,66458,7511,484,50000,90.62,1.44
Maharashtra,2023,4W,23980,3835,518,25000,101.46,1.19
Assam,2021,3W,121558,18329,805,25000,94.89,0.94
Maharashtra,2017,4W,52763,12365,83,50000,97.62,1.4
Rajasthan,2020,3W,60221,20590,156,75000,112.58,1.45
Jharkhand,2024,2W,112232,22826,746,75000,101.29,1.23
Uttar Pradesh,2022,2W,5694,889,204,100000,103.24,1.1
Jharkhand,2023,3W,80921,12680,495,0,113.78,1.46
Maharashtra,2017,3W,125380,7598,178,0,102.83,1.11
Uttar Pradesh,2021,2W,36992,9524,488,25000,91.67,0.68
Bihar,2023,3W,110580,23601,323,100000,96.99,1.42
Jharkhand,2016,3W,86830,23469,819,50000,113.76,0.99
Madhya Pradesh,2022,4W,31462,6686,167,75000,96.42,1.49
Karnataka,2019,4W,83072,8792,184,50000,96.12,0.98
Punjab,2017,2W,89011,4188,128,50000,110.52,1.09
Punjab,2020,3W,80065,5068,642,75000,90.24,1.02
Assam,2018,3W,110337,11751,940,50000,102.31,0.54
Bihar,2017,4W,79572,16043,269,50000,95.58,1.25
Maharashtra,2017,2W,94091,14887,125,75000,101.54,1.31
Telangana,2023,3W,29656,1508,332,75000,111.02,0.97
Gujarat,2021,2W,88738,29227,220,100000,103.11,0.59
Uttar Pradesh,2022,3W,97639,20872,557,50000,113.87,1.14
Uttar Pradesh,2019,4W,84796,22757,727,75000,100.75,0.51
Tamil Nadu,2024,2W,88590,3860,610,0,111.1,1.2
Uttar Pradesh,2016,3W,109167,24313,238,25000,102.93,1.44
Bihar,2018,2W,100364,11662,370,75000,109.74,0.94
Kerala,2021,2W,82220,21795,546,75000,93.08,1.36
Kerala,2016,2W,34769,1152,749,50000,113.06,1.16
Gujarat,2018,3W,58937,5432,231,0,107.9,1.26
Odisha,2018,3W,80866,10267,175,75000,108.24,1.46
Haryana,2018,2W,69853,10417,452,25000,112.57,0.93
Haryana,2023,4W,111081,18208,864,50000,99.5,0.92
Telangana,2016,3W,111662,19206,125,25000,91.15,0.62
Gujarat,2022,3W,84874,2159,11,0,92.43,0.86
Maharashtra,2021,2W,137546,24371,331,100000,101.6,0.65
Jharkhand,2018,4W,70572,12984,341,50000,108.41,0.51
Gujarat,2017,4W,63427,14152,107,100000,93.4,0.9
Punjab,2023,3W,65849,17624,265,100000,113.19,1.26
Haryana,2022,4W,14945,1392,992,75000,107.65,1.49
Tamil Nadu,2022,2W,55636,7777,802,75000,99.04,0.53
Maharashtra,2023,3W,63653,19581,137,100000,113.88,0.65
Chhattisgarh,2016,4W,119394,3150,374,25000,97.31,0.81
Haryana,2020,4W,43119,5137,465,0,110.52,1.02
Maharashtra,2023,2W,37124,2406,716,75000,90.11,0.7
Delhi,2018,3W,73980,3089,171,25000,102.64,0.79
Tamil Nadu,2021,4W,70030,16652,487,50000,96.02,0.65
Kerala,2024,4W,68911,7689,529,50000,90.56,1.49
Haryana,2017,2W,50408,0,386,25000,93.22,1.02
Assam,2019,4W,53100,14099,189,100000,95.22,1.5
Bihar,2022,2W,81650,6732,597,50000,106.1,0.55
Chhattisgarh,2018,3W,76794,7670,459,50000,91.7,1.22
Haryana,2016,3W,17288,3577,309,75000,104.13,1.01
Telangana,2021,3W,43108,3357,618,100000,111.89,1.27
Uttar Pradesh,2021,4W,64087,13629,131,75000,101.83,1.01
Haryana,2020,3W,94404,3219,283,75000,104.52,0.76
Kerala,2024,3W,64515,20639,239,0,113.14,0.78
Punjab,2023,4W,68866,12089,46,25000,107.17,0.89
Odisha,2019,2W,50007,0,274,100000,98.26,0.76
Delhi,2016,2W,62307,9567,263,0,105.85,1.14
Rajasthan,2019,3W,105329,10212,901,0,110.61,1.17
Odisha,2024,2W,82051,20022,403,75000,104.55,0.8
Uttar Pradesh,2023,4W,65994,12709,1212,0,101.81,0.85
Punjab,2017,3W,52447,0,827,0,93.52,0.88
Kerala,2019,4W,33836,8098,1240,100000,114.38,1.39
Punjab,2021,4W,102314,22175,640,25000,96.23,0.68
Chhattisgarh,2020,4W,97464,10056,506,0,90.15,0.9
Chhattisgarh,2020,3W,74464,2006,1101,50000,93.86,1.47
Karnataka,2020,4W,51862,2928,92,25000,97.35,0.77
Madhya Pradesh,2022,4W,85273,4209,245,0,105.38,0.51
Kerala,2020,2W,25414,7390,774,50000,100.48,1.42
Karnataka,2019,4W,48770,1155,714,50000,91.9,1.3
Assam,2023,2W,55052,15156,147,50000,104.44,1.34
Chhattisgarh,2022,3W,71740,1707,520,100000,94.37,1.14
Odisha,2022,4W,111340,595,953,75000,98.27,0.87
Rajasthan,2020,4W,89072,8630,275,0,111.79,0.53
Kerala,2023,2W,75606,10398,261,25000,99.72,0.85
Karnataka,2023,3W,76684,6642,890,50000,108.55,0.57
Maharashtra,2016,4W,140858,5188,205,100000,99.73,1.38
Bihar,2019,4W,50353,3791,411,100000,102.7,1.02
Odisha,2021,3W,88473,9539,955,0,105.17,0.81
Uttar Pradesh,2019,3W,86557,11325,280,100000,94.48,0.66
Madhya Pradesh,2021,2W,138829,26344,1190,75000,93.59,1.43
Bihar,2018,3W,99462,32105,1190,25000,91.62,1.3
Delhi,2016,2W,74287,6874,446,0,99.28,1.26
Kerala,2017,3W,98059,21373,110,25000,103.32,1.08
Telangana,2019,2W,83867,17769,689,75000,113.33,1.38
Madhya Pradesh,2022,2W,109707,9696,260,0,112.32,0.72
Jharkhand,2018,4W,108743,25187,577,75000,107.87,0.53
Odisha,2020,3W,29319,8587,277,0,107.14,1.13
Rajasthan,2023,2W,131948,13547,343,25000,100.31,0.94
Haryana,2021,4W,118585,26593,1093,25000,102.98,1.07
Maharashtra,2019,4W,121739,10337,668,100000,105.99,1.07
Uttar Pradesh,2024,4W,116515,5132,249,50000,92.66,0.99
Telangana,2022,2W,48665,11293,470,0,112.73,1.45
Gujarat,2022,3W,80673,5214,591,25000,97.68,0.53
Tamil Nadu,2018,2W,125834,7397,605,0,93.49,1.05
Chhattisgarh,2017,4W,87658,20190,735,75000,100.55,1.24
Rajasthan,2021,3W,93342,13516,371,50000,95.12,1.29
Uttar Pradesh,2017,4W,94629,9905,319,100000,104.29,1.38
Kerala,2018,3W,81515,7256,319,50000,98.1,0.95
Punjab,2021,4W,2383,1014,565,75000,112.1,0.88
Punjab,2017,3W,118725,33835,62,50000,102.75,0.75
Odisha,2017,2W,75192,18731,123,100000,91.88,0.87
Odisha,2020,3W,79611,28566,736,0,99.59,1.11
Haryana,2021,3W,48418,10463,614,75000,107.11,0.82
Rajasthan,2022,4W,118059,18386,169,50000,94.67,0.99
Jharkhand,2019,3W,62007,13622,328,25000,107.94,1.46
Uttar Pradesh,2022,4W,92289,10732,881,0,105.55,1.32
Uttar Pradesh,2024,2W,138436,23414,323,50000,114.99,1.18
Delhi,2023,4W,103677,12295,549,100000,100.03,1.18
Maharashtra,2017,4W,92713,19404,252,0,107.81,0.88
Bihar,2019,4W,49316,0,200,0,109.26,1.35
Gujarat,2018,2W,87988,16507,994,75000,98.55,0.59
Punjab,2022,2W,64000,4379,428,25000,113.77,1.39
Maharashtra,2017,2W,69347,13710,627,25000,98.77,0.9
Madhya Pradesh,2022,3W,62156,9796,844,100000,107.33,0.95
Assam,2016,2W,104827,19683,1041,100000,92.38,0.89
Gujarat,2022,4W,104935,7314,710,50000,113.92,1.22
Jharkhand,2022,4W,126692,7502,592,100000,111.47,0.98
Tamil Nadu,2024,2W,69114,8969,74,100000,108.38,1.45
Karnataka,2024,3W,52051,12046,469,100000,99.31,0.53
Madhya Pradesh,2020,2W,90834,14195,407,25000,96.65,1.19
Kerala,2019,2W,91528,27946,846,0,90.97,0.83
Gujarat,2021,2W,75220,7096,485,25000,100.71,0.91
Gujarat,2019,2W,116401,33402,427,100000,91.03,0.83
Madhya Pradesh,2018,4W,67986,15336,19,0,94.72,1.19
Bihar,2016,3W,89074,3347,808,25000,97.71,0.8
Bihar,2020,4W,88409,11000,53,0,94.52,1.46
Jharkhand,2024,4W,71179,11988,505,100000,113.39,0.55
Uttar Pradesh,2023,2W,59213,7054,477,100000,104.58,1.38
Karnataka,2019,3W,69482,7936,483,25000,106.72,1.13
Kerala,2022,3W,79330,8344,587,50000,96.95,0.66
Telangana,2018,2W,57379,4860,336,100000,98.48,0.8
Punjab,2020,2W,56338,6177,868,100000,92.74,0.65
Rajasthan,2022,4W,98931,17585,573,75000,96.76,0.78
Maharashtra,2019,2W,91242,4480,290,50000,93.55,0.55
Odisha,2018,4W,69524,16172,166,75000,96.5,1.33
Assam,2022,4W,61630,18469,506,100000,104.54,1.25
Bihar,2019,3W,47616,852,411,50000,93.0,0.94
Odisha,2019,2W,50023,18741,626,75000,96.77,1.26
Odisha,2016,3W,8900,1802,242,50000,104.09,1.18
Chhattisgarh,2017,3W,84871,25024,264,50000,95.48,1.48
Haryana,2019,3W,128443,17838,699,50000,98.9,0.76
Jharkhand,2018,4W,96758,25875,335,50000,112.27,0.74
Haryana,2020,2W,100052,0,570,25000,113.93,1.34
Chhattisgarh,2016,2W,108496,21148,185,75000,109.93,1.19
Madhya Pradesh,2022,3W,56173,12187,555,0,96.9,1.25
Assam,2017,3W,31530,1512,209,100000,108.09,0.65
Chhattisgarh,2019,3W,136434,18472,413,100000,105.74,0.72
Tamil Nadu,2016,4W,72044,16404,612,0,99.58,1.13
Tamil Nadu,2016,3W,125617,21898,544,0,93.63,0.51
Delhi,2024,4W,90676,14067,203,75000,96.71,1.11
Rajasthan,2019,2W,52278,8859,704,50000,93.95,0.75
Chhattisgarh,2019,3W,74521,9882,971,50000,93.13,0.89
